name,fname,lname,email,phone,position,address,city,country,linkedin,activity
Aya LAFDALI,Aya,LAFDALI,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Mohammed Laamalti,Mohammed,Laamalti,,,Student,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Software Services | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Energy Tech | Education Tech | Ecommerce | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Big Data & Analytics | Artificial Intelligence"
Ilyasse Arro,Ilyasse,Arro,,,student,,,Morocco,,Technology | Space Tech | Software Services | Smart Cities | Gaming | Future Mobility & Transportation | Energy Tech | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services
Ibrahim Amine Elkhair,Ibrahim,Amine Elkhair,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Gaming | Data Centres | Big Data & Analytics | Artificial Intelligence
Hanane ABOUHMADI,Hanane,ABOUHMADI,,,Student,,,Morocco,,Technology | Quantum & High Performance Computing | Networking & Infrastructure | Internet of Things (IOT) | Cyber security | Creative Economy | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Ryan Bajjou,Ryan,Bajjou,,,Student,,,Morocco,,Technology | Software Services | HealthTech | Data Centres | Cyber security | Cloud Services | Artificial Intelligence
Khadija Amenhir,Khadija,Amenhir,,,Student,,,Morocco,,Technology | Software Services | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence
Rachid EL IDRISSY,Rachid,EL IDRISSY,,,Student,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Space Tech | Smart Manufacturing | Smart Cities | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming"
Mohamed Souabni,Mohamed,Souabni,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Amal Darbali,Amal,Darbali,,,Student,,,Morocco,,"Technology | Networking & Infrastructure | Media, Marketing & Advertising Tech | Future Mobility & Transportation | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications"
Mahmud Yusuf Aminu,Mahmud,Yusuf Aminu,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Internet of Things (IOT) | Cyber security | Artificial Intelligence
Hamza Dkhissi,Hamza,Dkhissi,,,Student,,,Morocco,,Technology | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Data Centres | Cyber security | Big Data & Analytics | Artificial Intelligence
Loubna El fatimi,Loubna,El fatimi,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Education Tech | Cyber security | Big Data & Analytics | Artificial Intelligence
Naima Aabli,Naima,Aabli,,,Student,,,Morocco,,Technology | Cyber security | Artificial Intelligence | 5G & Telecommunications
Marius ADJEVI,Marius,ADJEVI,,,Student,,,Morocco,,Smart Manufacturing | Networking & Infrastructure | AR/VR/MR & Gaming | Internet of Things (IOT) | Cyber security | Cloud Services | Blockchain | Artificial Intelligence
Noura Layachi,Noura,Layachi,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Space Tech | Internet of Things (IOT) | Future Mobility & Transportation | Education Tech | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Artificial Intelligence"
Taleb El Mokhtar,Taleb,El Mokhtar,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Networking & Infrastructure | Internet of Things (IOT) | Data Centres | Cyber security | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech
Sara OUSSANEA,Sara,OUSSANEA,,,Student,,,Morocco,,Technology | Education Tech | Cyber security | Blockchain | Big Data & Analytics | Artificial Intelligence
Houda Ajana,Houda,Ajana,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Abderrahmane Lamaoui,Abderrahmane,Lamaoui,,,Student,,,Morocco,,"Technology | Software Services | Networking & Infrastructure | Internet of Things (IOT) | HealthTech | Gaming | Education Tech | Digital Finance | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech"
Ilham Abouelalaa,Ilham,Abouelalaa,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Smart Cities | Quantum & High Performance Computing | AR/VR/MR & Gaming | Cyber security | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services
Hajar Moukit,Hajar,Moukit,,,Student,,,Morocco,,Technology | Cyber security | Blockchain | Big Data & Analytics | Artificial Intelligence
Khadija Anhayfou,Khadija,Anhayfou,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Quantum & High Performance Computing | Networking & Infrastructure | Gaming | Education Tech | Cloud Services | Blockchain | Artificial Intelligence
Badri Ahmed,Badri,Ahmed,,,Student,,,Morocco,,AR/VR/MR & Gaming | Gaming | Cyber security | Artificial Intelligence
Mhamed Moatadid billah,Mhamed,Moatadid billah,,,Student,,,Morocco,,Technology | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services
Nezha lahbiri,Nezha,lahbiri,,,student,,,Morocco,,Technology | Networking & Infrastructure | Internet of Things (IOT) | Ecommerce | Digital Finance | Data Centres | Cyber security | Blockchain | Big Data & Analytics | Artificial Intelligence
Mohamed Kirate,Mohamed,Kirate,,,Student,,,Morocco,,Technology | Cyber security | Big Data & Analytics | Artificial Intelligence
Hamza El Arras,Hamza,El Arras,,,Student,,,Morocco,,Technology | PropTech | HealthTech | Gaming | Energy Tech | Education Tech | Ecommerce | Artificial Intelligence
Mohamed GOUGRIZ,Mohamed,GOUGRIZ,,,STUDENT,,,Morocco,,Technology | AR/VR/MR & Gaming | Gaming | Education Tech | Artificial Intelligence
Salma Charafi,Salma,Charafi,,,Student,,,Morocco,,Technology | Education Tech | Cyber security
Ellatifi Niamamatallah,Ellatifi,Niamamatallah,,,Student,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | Networking & Infrastructure
Safaa Nidabdellah,Safaa,Nidabdellah,,,Student,,,Morocco,,Software Services | AR/VR/MR & Gaming | Data Centres | Cloud Services | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications | 3D Printing & Printing Services
El Mahdi OULBAZ,El,Mahdi OULBAZ,,,Student,,,Morocco,,Technology | AR/VR/MR & Gaming | Creative Economy
Aouatif ABD EDDAIM,Aouatif,ABD EDDAIM,,,Student,,,Morocco,,Technology | Space Tech | Education Tech
Hafsa Samadi,Hafsa,Samadi,,,Etudiante en universite,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Smart Cities | AR/VR/MR & Gaming | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Artificial Intelligence"
Fatima Ezzahra Oumoussa,Fatima,Ezzahra Oumoussa,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Internet of Things (IOT) | Education Tech | Ecommerce
Khalil Ifaadassan,Khalil,Ifaadassan,,,Student,,,Morocco,,HealthTech | Gaming | Education Tech | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Karim Ryan Belaazri,Karim,Ryan Belaazri,,,Student,,,Morocco,,"Technology | Media, Marketing & Advertising Tech | Gaming"
Zineb Darouich,Zineb,Darouich,,,Student,,,Morocco,,Technology | Education Tech | Ecommerce
Meriem El harze,Meriem,El harze,,,student,,,Morocco,,"Software Services | Smart Cities | Retail Tech | Quantum & High Performance Computing | PropTech | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Creative Economy | Artificial Intelligence"
Sara Echffani,Sara,Echffani,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Imane OUMHAND,Imane,OUMHAND,,,Student,,,Morocco,,Technology | Software Services | Retail Tech | PropTech | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services
Karima Bendghourhi,Karima,Bendghourhi,,,Student,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Retail Tech | Regulatory Technology | Quantum & High Performance Computing
Omar Daghbar,Omar,Daghbar,,,Student,,,Morocco,,"Technology | Software Services | Smart Manufacturing | Smart Cities | Networking & Infrastructure | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | HealthTech | Gaming | Future Mobility & Transportation | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Artificial Intelligence | AgriTech & FoodTech"
Romaissae Atillah,Romaissae,Atillah,,,Student,,,Morocco,,"Technology | Space Tech | Media, Marketing & Advertising Tech | Creative Economy | Artificial Intelligence | 3D Printing & Printing Services"
Bentouda IBTISSAME,Bentouda,IBTISSAME,,,STUDENT,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology
Ichraq OUBENNAY,Ichraq,OUBENNAY,,,Student,,,Morocco,,Technology | Space Tech | Smart Cities | Quantum & High Performance Computing | HealthTech | Future Mobility & Transportation | Energy Tech | Education Tech | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications
Ghizlane El Barkouli,Ghizlane,El Barkouli,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Quantum & High Performance Computing | PropTech | Media, Marketing & Advertising Tech | HealthTech | Gaming"
Naser Eddine Ibouttane,Naser,Eddine Ibouttane,,,Student,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Retail Tech | PropTech | Networking & Infrastructure | AR/VR/MR & Gaming
Fouad Elhasnaoui,Fouad,Elhasnaoui,,,Marketer,,,Morocco,,Software Services | Smart Manufacturing | Smart Cities | Retail Tech
Samira Chelh,Samira,Chelh,,,Student,,,Morocco,,"Sustainability & Green Climate - Tech | Space Tech | Smart Manufacturing | Smart Cities | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Education Tech | Ecommerce | Digital Finance | Cyber security | Creative Economy | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications | 3D Printing & Printing Services"
Akharroub Fatima,Akharroub,Fatima,,,Student,,,Morocco,,"Media, Marketing & Advertising Tech | Ecommerce | Digital Finance | Creative Economy | Artificial Intelligence"
Loubna Najay,Loubna,Najay,,,Student,,,Morocco,,"Media, Marketing & Advertising Tech | Education Tech | Digital Finance | Creative Economy | Artificial Intelligence"
Chaymae Jaouni,Chaymae,Jaouni,,,Student,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Space Tech | Smart Cities | Retail Tech | Regulatory Technology | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Data Centres"
Abdessalam CHTOUKI,Abdessalam,CHTOUKI,,,Student,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Internet of Things (IOT) | Cyber security | Cloud Services | Artificial Intelligence
Nouhaila CHAHMI,Nouhaila,CHAHMI,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Smart Cities | Retail Tech | Regulatory Technology | PropTech | Internet of Things (IOT) | HealthTech | Data Centres | Big Data & Analytics | Artificial Intelligence
Adam Yahya,Adam,Yahya,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Sustainability & Green Climate - Tech | Smart Manufacturing | Smart Cities | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Education Tech | Ecommerce | Digital Finance | Creative Economy"
Anass IGHACHOUTEN,Anass,IGHACHOUTEN,,,Student,,,Morocco,,"Technology | Software Services | Networking & Infrastructure | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Education Tech | Ecommerce | Data Centres | Cyber security | Cloud Services | Blockchain | 5G & Telecommunications"
Ikrame Bourcheg,Ikrame,Bourcheg,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Networking & Infrastructure | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Future Mobility & Transportation | Ecommerce | Artificial Intelligence"
Ali Nairi,Ali,Nairi,,,Student,,,Morocco,,Technology | Software Services | Smart Cities | Quantum & High Performance Computing | Networking & Infrastructure | AR/VR/MR & Gaming | Gaming | Education Tech | Blockchain | Big Data & Analytics | Artificial Intelligence
